ventaja	propio	destino	categoria	subcategoria	destino_propuesto	id	nombre
7.63	3.47	11.10	Juguetes y bebés	Juegos de exterior	Deportes y fitness	p109100	Tabla de Surf Inflable para Niños - Flotador Multifuncional para Piscina y Parque Acuático,Juguete de Agua para Deslizarse y Flotar.HOGAWAY
7.63	0.00	7.63	Instrumentos musicales	Producción de audio	Bocinas	p128219	Kaiser Consola De Sonido 4 Canales KMB-4802
7.63	3.17	10.80	Belleza y cuidado personal	Cuidado personal	Cocina y comedor	p103785	Taza para Afeitar Naked Armor Silver Fox de Acero Inoxidable
7.63	2.69	10.33	Autos, bicicletas y motos	Cascos para moto	Deportes y fitness	p138648	Casco Ajustable Fila Skates Pro Unisex Rojo
7.63	0.00	7.63	Otros	Varios	Cocina y comedor	p97610	Tapa para HydroJug 40 oz RXZHZYM color crema - Pack de 2
7.63	0.00	7.63	Herramientas	Accesorios para herramientas eléctricas	Blancos y ropa de cama	p119925	Banda absorbente para casco de seguridad IPXEAD – 6 piezas algodón azul
7.63	1.75	9.37	Refacciones	Para patinetas eléctricas	Movilidad eléctrica	p150366	TEmkin Silla de Ruedas Liviana, eléctrica Plegable, Silla Inteligente, portátil, Liviana, Scooter de Movilidad Personal, Pesa Solo 83 Libras con batería, soport
7.63	1.75	9.37	Refacciones	Para patinetas eléctricas	Movilidad eléctrica	p150425	Silla de Ruedas eléctrica Plegable Silla Inteligente portátil Liviana Silla de Ruedas con Scooter de Movilidad Personal - Pesa Solo 58 Libras con batería - Sopo
7.63	1.75	9.37	Refacciones	Para patinetas eléctricas	Movilidad eléctrica	p154925	Silla de Ruedas eléctrica Plegable Silla Inteligente portátil Liviana Silla de Ruedas con Scooter de Movilidad Personal: Pesa Solo 40 Libras con batería
7.62	1.86	9.48	Muebles	Mesas de centro	Juegos de mesa	p239128	Juego de Mesa Estrategia 5 Minutes Mistery
7.61	2.54	10.16	Herramientas	Taladros y rotomartillos	Iluminación	p359536	MAGICLULU Cesta Colgante Para Cocina Sin Taladro Organizador De Pared Para Ajo Jengibre Huevos Y Frutas Estilo Rústico 11.02X6.29X5.11 Pulgadas
7.61	1.29	8.91	Celulares	Android	Tabletas	p158070	Tableta 8Gb+256Gb Pantalla De 10.1 Puadas Llamadas 5G Proceor Mt6797 De 10 Núcleos Memoria Expandible De 128Gb Gran Capacidad De Alenaento 1960 * 1080 Pantalla 
7.61	1.67	9.29	Componentes y accesorios de PC	Accesorios	Cargadores y adaptadores	p140183	Startech TB3DOCK2DPPD Tarjetas y Periféricos Adicionales Charging, 5X USB, 1x DP, TB3, Negro
7.61	2.99	10.60	Componentes y accesorios de PC	Componentes	Blancos y ropa de cama	p237651	Colchón Matrimonial Memory Foam de 20cm, Colchones con Gel de Enfriamiento
7.61	2.45	10.06	Juegos de mesa	Otros juegos	Deportes y fitness	p109469	Juego de tiro baloncesto Bluelander, para interiores con bomba y 4 pelotas, material resistente ABS.
7.61	0.00	7.61	Fitness	Mediana	Deportes y fitness	p30993	Banco Ajustable Pesas 500 Kg Respaldo 6 Posiciones Asiento 3 Niveles
7.60	0.00	7.60	Fitness	Mediana	Deportes y fitness	p32802	Banco de Musculación Plegable y Ajustable 7 en 1 Negro
7.60	2.77	10.37	Juguetes y bebés	Bebés	Cocina y comedor	p105568	Vaso para sorbos Evorie Tritan a prueba de derrames 300 ml para 1 a 3 años color rosa
7.60	1.44	9.04	Muebles	Roperos	Deportes y fitness	p326316	BELTI | Fajas para Mujer Moldeadora | Corset para Mujer | Faja para Gym Mujer de Compresión | Fajas Reductoras - Body Moldeador | Facil de Colocar, Comoda y Res
7.60	1.63	9.23	Cámaras y fotografía	Accesorios	Baterías portátiles	p152290	Cargador de batería EN-EL23 con visualización LCD portátil, cargador USB, 7.2 volts, adecuado para P600 S810c P610 P610S P900S S810
7.60	1.76	9.36	Muebles	Escritorios gamer	Otros	p239306	Soporte para Audífonos, Soporte Giratorio Ajustable para Audifonos Gamer, Gancho para Colgar Audifonos Debajo del Escritorio 360 Grados, Porta Audifonos, Base p
7.59	2.24	9.83	Autos, bicicletas y motos	Cascos y protección para ciclismo	Deportes y fitness	p326148	DOITOOL Guantes De Protección Solar UV para Mujer Mitones Sin Dedos para Ciclismo y Actividades Al Aire Guantes Antideslizantes Color Caqui
7.59	1.69	9.28	Juguetes y bebés	Bebés	Cocina y comedor	p105791	KIDDIKAP Tapa para botella de silicona antiderrames paquete de 2
7.59	2.29	9.88	Herramientas	Construcción	Equipo comercial	p358827	Carro de Herramientas con Capacidad de 400 Libras, Ruedas Giratorias de Maniobrabilidad Ergonómica para Construcción
7.59	3.79	11.38	Muebles	Camas	Blancos y ropa de cama	p343126	Protector de Cama de Algodón para Adultos Mayores Incontinencia, Ligero y Reutilizable, Adecuado para Viajes y Pacientes Movilidad Reducida
7.59	0.00	7.59	Componentes y accesorios de PC	Componentes	Climatización	p317984	Dyson Purifier Cool™ TP07 - Purificador de aire inteligente y ventilador, color blanco/plata, grande
7.59	2.57	10.16	Videojuegos	Juegos PS4	Almacenamiento	p279934	Toshiba 1TB 5400RPM 8MB Cache SATA 3.0Gb/s 2.5 inch PS3/PS4 Hard Drive - 3 Year Warranty
7.59	3.06	10.65	Refacciones	Para patinetas eléctricas	Movilidad eléctrica	p147105	Wbestexercises Cargador para Patineta Eléctrica,Adaptador de Cargador de batería del Scooter eléctrico de sustitución 42V 2A Cargador de batería para Xiaomi 110
7.59	0.00	7.59	Otros	Varios	Salud	p96335	Bascula Industrial Bluelander Digital y Plegable 110 V de 300 Kilogramos
7.58	0.00	7.58	Herramientas	Material eléctrico	Cargadores y adaptadores	p350819	Extensor de Enchufe con Estante, 6 Tomas de Corriente AC, para Uso
7.58	1.30	8.89	Autos, bicicletas y motos	Baterías para auto	Otros	p87337	Batería Ecoflow 12v 100ah Lifepo4
7.58	1.86	9.45	Muebles	Mesas de centro	Juegos de mesa	p238944	Asmodee Juego de Mesa Dobble
7.58	1.86	9.45	Muebles	Mesas de centro	Juegos de mesa	p238981	Asmodee Juego de Mesa Splendor
7.58	1.86	9.45	Muebles	Mesas de centro	Juegos de mesa	p239143	Asmodee Juego de Mesa Bonsai Marca
7.58	1.86	9.45	Muebles	Mesas de centro	Juegos de mesa	p239177	Asmodee Juego de Mesa Dixit Odyssey
7.58	3.49	11.07	Muebles	Mesas plegables y multiusos	Proyectores y accesorios	p325690	KICMX Mesa Plegable 1.80m De Plástico, Mesa Portátil Tipo Portafolio, Mesa Multifuncional Máxima Resistencia para Interiores y Exteriores, Mesa para Hogar Ofici
7.58	0.00	7.58	Climatización	Calefactores para pies y personales	Electrodomésticos	p203440	Cocina eléctrica 110 V, estufa eléctrica portátil 1800 W, placa caliente
7.58	1.86	9.44	Muebles	Mesas de centro	Juegos de mesa	p238971	Novelty Corp - Juego de Mesa 5 Segundos para Ganar
7.58	1.86	9.44	Muebles	Mesas de centro	Juegos de mesa	p239091	Novelty Juego De Mesa Trazos Veloces
7.58	1.86	9.44	Muebles	Mesas de centro	Juegos de mesa	p239133	Novelty Corp - Juego de Mesa Aventúrate de Los Avengers
7.58	2.48	10.06	Autos, bicicletas y motos	Autos	Climatización	p313342	Purificador de Aire Port?til, Purificador de Aire Recargable de Flujo de 360 grados con Cable Usb y Bater?a de 2000 Mah para Coche, Dormitorio, Oficina, Sala de
7.57	0.00	7.57	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353862	Paquete de 2 Chapa para Puerta, Privacidad Chapas para Puertas Interiores
7.57	3.63	11.20	Muebles	Mesas de centro	Iluminación	p313349	Pamopamo Fuente de la Mesa de relajación de la meditación, 3 Niveles de Vidrio Cascada Tener Luz LED, Purificador de Aire Natural, Humidificador Ambiental para 
7.56	0.00	7.56	Videojuegos	Volantes, arcade y simuladores	Autos, bicicletas y motos	p254525	Woom GO 3 Bicicleta para niños de 4 a 6 años, bicicleta ligera de 16 pulgadas con freno de mano, limitador de dirección y correa para niños y niñas
7.56	0.00	7.56	Videojuegos	Volantes, arcade y simuladores	Autos, bicicletas y motos	p254589	Woom GO 4 Bicicleta para niños de 6 a 8 años, bicicleta ligera de 7 velocidades con freno de mano para niños y niñas, color rojo
7.56	2.48	10.04	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p344382	Manta calefactable USB Manta Térmica Para Coche Esterilla Eléctrica
7.56	2.48	10.04	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p344395	Manta calefactable USB Manta Térmica Para Coche Esterilla Eléctrica
7.56	2.48	10.04	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p344414	Manta Eléctrica Calefactable Portátil Manta Térmica Para Coche Esterilla
7.56	2.48	10.04	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p344417	Manta calefactable USB Manta Térmica Para Coche Esterilla Eléctrica
7.56	2.48	10.04	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p344422	Manta Eléctrica Calefactable Portátil Manta Térmica Para Coche Esterilla
7.56	1.51	9.07	Salud	Salud	Domótica y hogar inteligente	p32758	Termómetro Digital Infrarrojo Certificado sin Contacto
7.56	1.22	8.78	Juguetes y bebés	Baño e higiene del bebé	Blancos y ropa de cama	p105381	Champú y gel de baño California Kids Super Sensitive 251 ml
7.55	0.00	7.55	Herramientas	Cerraduras y candados	Cocina y comedor	p353592	2 Piezas Cerradura de Combinación para Vino y Whisky, Tapa
7.55	0.00	7.55	Refacciones	Para autos	Impresión 3D	p20253	65-66808-00,Carrier Refrigerated Truck Drying Bottle, Refrigeration And Heating Equipment Accessory Hot Sale For Bus Automotive
7.55	0.00	7.55	Refacciones	Suspensión y dirección de moto	Autos, bicicletas y motos	p112141	Set de 2 pzas - Retén De Suspensión Suzuki Gixxer Motocicleta
7.55	3.64	11.19	Componentes y accesorios de PC	Accesorios de monitor	Monitores	p1974	Brazo ergonómico para monitor TITAN ARMY T300 Pro de 17" a 38", ángulo de inclinación de 90° a 25°, ángulo de giro de ±90° y ángulo de rotación de ±180°
7.55	0.00	7.55	Juguetes y bebés	Juguetes musicales	Instrumentos musicales	p45945	Instrumento musical electrónico Otamatone Color fresa
7.55	0.00	7.55	Juguetes y bebés	Juguetes musicales	Instrumentos musicales	p46005	Instrumento musical electrónico portátil Otamatone de 27 cm
7.55	1.97	9.52	Herramientas	Seguridad industrial	Domótica y hogar inteligente	p85597	Caja Fuerte Digital De Alta Seguridad Con Código Y Llave - Negro
7.54	0.00	7.54	Herramientas	Seguridad industrial	Cámaras de seguridad	p247888	Sonew Sirena Impulsada por Motor El?ctrico de Seguridad Industrial de 150
7.54	2.75	10.29	Laptops	Ultraligeras (13" y 14")	Baterías portátiles	p149178	TV portátil de 14 pulgadas con antena, batería recargable integrada de 8800 mAh
7.54	2.75	10.29	Laptops	Laptops de 15" y 16"	Baterías portátiles	p149260	Batería recargable portátil de 15.6 pulgadas, 4000 mAh con sintonizador ATSC
7.54	0.00	7.54	Iluminación	Escenario	Instrumentos musicales	p46204	Pedal ABY Switcher GSP1000 True Bypass para montar en el escenario aluminio
7.54	2.21	9.75	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353833	Dioche Cilindro de Cerradura de Puerta, Juego de Cilindro con 2 Llaves,
7.54	0.00	7.54	Refacciones		Herramientas	p384628	Camara Truper 45906 Para Rueda Neumatica 10puLG 15007090
7.54	0.00	7.54	Refacciones		Herramientas	p384629	Camara Truper 45905 Para Rueda Neumatica 8puLG 15007080
7.53	0.00	7.53	Refacciones	Refacciones para aspiradora y robot	Otros	p1888	Paquete de accesorios Narwal Freo S (1 cepillo de rodillo, 2 cepillos laterales, 2 filtros)
7.53	0.00	7.53	Juguetes y bebés	Trampolines	Muebles	p296053	Resortes de repuesto para cama elástica de 5.5 pulgadas con gancho en T, resistentes resortes de acero inoxidable para trampolín de metal, accesorios para herra
7.53	0.00	7.53	Juguetes y bebés	Trampolines	Muebles	p296136	10 Resortes para Trampolín con Herramienta de Resorte,Muelles de trampolín, Metal Resistente a la corrosión para Cama Elástica Trampolin
7.53	1.71	9.24	Componentes y accesorios de PC	Componentes	Videojuegos	p296195	MY ARCADE Data East Classics Mini Jugador – Gabinete de máquina de de 10 Pulgadas – 35 Juegos Retro incluidos – Barril Pesado, Caveman Ninja y más – Coleccionab
7.53	3.15	10.69	Otros	Organización del hogar	Lavadoras	p201235	U16 - Estante apilable para lavadora y baño estrechos, estantes de almacenamiento de metal sobre lavadora y secadora para ahorrar espacio, 29.5 pulgadas de anch
7.53	3.15	10.69	Otros	Organización del hogar	Lavadoras	p201271	U16 - Estante apilable para lavadora y baño estrechos, estantes de almacenamiento de metal sobre lavadora y secadora para ahorrar espacio, 29.5 pulgadas de anch
7.53	2.20	9.73	Muebles	Sillas plegables y de camping	Juguetes y bebés	p296808	Mosquitera para Carriola, Mosquitera Opaca, Plegable, Sin Necesidad de Instalación, Cobertura Total, Silla de Paseo y Cuna de Viaje, Lavable a Máquina y a Mano 
7.53	2.24	9.77	Muebles	Burós	Bocinas	p257093	Select Sound Radio Reloj Despertador Digital Am/FM Números Grandes Buró
7.53	3.38	10.91	Componentes y accesorios de PC	Componentes	Refacciones	p317904	Radiador de aluminio de 4 filas con kit de relé de ventilador con cubierta para 1973-1991 Chevy GMC C K C10 10 20 30 C1500 C2500 C3500 Jimmy Blazer Camión Picku
7.53	1.46	9.00	Instrumentos musicales	Micrófonos	Bocinas	p291790	Micrófono Inalámbrico Jbl Con Receptor Doble Canal, Negro
7.53	1.86	9.40	Muebles	Mesas de centro	Cámaras y fotografía	p278775	ULANZI MT18-1 Trípode de Mesa Autoabrible Portátil Cámara Acción,5 Sección
7.53	0.00	7.53	Otros	Varios	Cocina y comedor	p97842	Set de Herramientas de Bar Mixología y Artesanal Plateado a Prueba de Fugas
7.53	3.76	11.29	Joyería y bisutería	Relojes deportivos y digitales	Relojes inteligentes	p76126	Reloj COROS PACE 4 Ultrafino GPS 1.2" AMOLED Negro
7.53	3.13	10.66	Juguetes y bebés	Cuidado y salud del bebé	Belleza y cuidado personal	p105745	Kit de cuidado para bebé Johnson's Tylenol spray salino pomada para rozaduras y jabón
7.53	0.00	7.53	Muebles	Otros	Juegos de mesa	p21390	Indoor Curling Board Game Fun Team Building Training Game Synthetic Ice Curling Set
7.52	3.55	11.07	Muebles	Escritorios de oficina	Otros	p247264	Soporte Perezoso De Escritorio del Ordenador Portátil La Tableta Teléfono Ajustable Aleación Aluminio
7.52	1.77	9.29	Instrumentos musicales	Amplificadores	Bocinas	p46569	Amplificador Backstage Pro 1960 Watts Rms Cs-20000 de 2 Canales
7.52	1.77	9.29	Instrumentos musicales	Amplificadores	Bocinas	p46741	Backstage Amplificador 1600 Watts Rms Cs-16000 2 Canales
7.52	2.77	10.29	Bocinas	Bocinas Bluetooth	Laptops	p175135	Conjunto de altavoces de repuesto 00UR490 00UR491 00UR492 para Lenovo ThinkPad T470 T480 A475 A485 T25 Laptop
7.51	0.00	7.51	Otros	Baño	Blancos y ropa de cama	p95996	Cortina de baño Jay Franco Star Wars 178 x 183 cm de tela
7.51	2.67	10.18	Componentes y accesorios de PC	Accesorios de monitor	Tabletas	p161326	Monitor de tableta digital de pantalla de dibujo de gráficos con 8 teclas de acceso directo y 8192 niveles BatteryFree Pen
7.51	2.75	10.26	Laptops	Laptops de 15" y 16"	Deportes y fitness	p296017	ZENSUKYE Trampolín de Fitness Portátil, Trampolín Profesional Fitness de 40 Pulgadas, con Mango Ajustable, Hula Hoop, Calcetines Antideslizantes, Capacidad de 2
7.50	3.56	11.07	Componentes y accesorios de PC	Accesorios	Mouse	p239368	Tapete para Mouse Stitch (Lilo y Stitch) 80x30 cm | Alfombrilla de Escritorio Grande Impermeable | Mousepad Antideslizante | Accesorios de Oficina y Gamer | Pro
7.50	3.63	11.13	Herramientas	Herramientas manuales	Belleza y cuidado personal	p249262	Luowei GR-01 GTR - Removedor de pegamento eléctrico de alto par, potente máquina de eliminación de pegamento, soporta rotación hacia adelante e inversa, herrami
7.50	3.44	10.94	Herramientas	Soldadura	Decoración de hogar y jardín	p249146	Juego De 5 Imanes Telescopicos Juego De Herramientas Recogida Magnética Para Mecánicos, 5 Piezas, Agarrador Magnético Telescópico Con Espejo Inspección Redondo 
7.50	0.00	7.50	Domótica y hogar inteligente		Iluminación	p339097	Pack de 5 Placas Ciega Plástica Aksi, Blanca de Plástico
7.50	2.99	10.49	Autos, bicicletas y motos	Bocinas coaxiales 6x9 y 6x8	Bocinas	p178079	Wet Sounds Zero 69 XZ-B | Serie Zero 6x9 Altavoces coaxiales marinos de alto rendimiento - Negro
7.50	0.00	7.50	Refacciones	Refacciones para bocinas y audio	Baterías portátiles	p269963	Dilwe Amplificador de Guitarra, Amplificador portátil de Metal + plástico, Fuente de alimentación de batería de 9 V, Altavoz pequeño para Guitarra
7.50	1.28	8.78	Muebles	Camas infantiles	Mouse	p257797	Alarma inalámbrica para mojar la cama para niños y niñas, alarma para mojar la cama con sensor recargable USB, sensor de alta sensibilidad para mojar la cama co
7.49	0.00	7.49	Cocina y comedor	Utensilios de cocina	Electrodomésticos	p310432	Molino de harina de piedra manual 8.7 pulgadas, amoladora de piedra azul natural con soporte de madera, trituradora de especias de trigo tradicional para una co
7.49	0.00	7.49	Cocina y comedor	Utensilios de cocina	Electrodomésticos	p310442	Molino de harina de piedra manual 8.7 pulgadas, amoladora de piedra azul natural con soporte de madera, trituradora de especias de trigo tradicional para una co
7.49	0.00	7.49	Cocina y comedor	Utensilios de cocina	Electrodomésticos	p310473	Molino de harina de piedra manual 8.7 pulgadas, amoladora de piedra azul natural con soporte de madera, trituradora de especias de trigo tradicional para una co
7.49	3.42	10.92	Refacciones	Refacciones para otros electrodomésticos	Cargadores y adaptadores	p234814	Repuesto USB de 12 pines, puerto de carga, placa triangular, placa PCB con cable de cinta flexible de 12 pines para controlador Playstation 4 JDS-040 PS4 040
7.49	2.45	9.95	Juegos de mesa	Otros juegos	Videojuegos	p108401	Juego de Construcción de Mazos BANDAI Resident Evil: Mercenarios
7.49	1.43	8.92	Juguetes y bebés	Bebés	Viajes	p105186	Bolso Tote MINW 47x31x25 cm Rosa Impermeable para Viaje
7.49	0.00	7.49	Juguetes y bebés	Juguetes para exterior	Deportes y fitness	p107739	Pelotas de Fútbol Inflables KiddieLoot Paquete de 6 de 25 cm PVC
7.49	0.00	7.49	Refacciones	Para autos	Cargadores y adaptadores	p110204	Cable OBDII XTOOL 1 m macho a hembra DB15
7.48	0.00	7.48	Juguetes y bebés	Bebés	Cocina y comedor	p105448	Copa de entrenamiento Munchkin C'est Silicone! Se abre con pajita 120 ml 6 m o más
7.48	0.00	7.48	Herramientas	Seguridad industrial	Autos, bicicletas y motos	p247896	Visera De Casco De ConstruccióN con Parasol Completo ProteccióN Solar para Cuello Y Cara Accesorios para Casco De Seguridad De Poliester Gris 17.91X16.73X9.44In
7.48	0.00	7.48	Juegos de mesa	Otros juegos	Juguetes y bebés	p108781	Mini coleccionables MGA's Miniverse Hello Kitty Serie 2 6 unidades
7.48	0.00	7.48	Juegos de mesa	Otros juegos	Juguetes y bebés	p109319	Miniverse Make It Mini Hello Kitty Series 2 de MGA
7.48	0.00	7.48	Herramientas	Medición	Cámaras y fotografía	p85293	DRO TOAUTO de 3 ejes 350+400+450 mm con pantalla digital 110 V/220 V
7.48	3.19	10.67	Tabletas	Tabletas Android	Otros	p161287	Estante de bañera Multifuncional Soporte Tableta telescópico
7.48	3.19	10.67	Tabletas	Tabletas Android	Otros	p161506	Estante de bañera Multifuncional Soporte Tableta telescópico
7.48	3.19	10.67	Tabletas	Tabletas Android	Otros	p161604	Estante de bañera Multifuncional Soporte Tableta telescópico
7.48	1.29	8.77	Domótica y hogar inteligente		Otros	p45304	Panel Solar Pequeño USB-C Ring .
7.48	0.00	7.48	Bocinas	Bocinas Bluetooth	Herramientas	p248031	CRAFTSMAN Juego de Llaves Abocinadas en Pulgadas 5 Piezas CMMT99334
7.48	2.57	10.05	Cámaras y fotografía	Accesorios	Baterías portátiles	p148156	Artman Paquete de 2 Baterías EN-EL25 EN-EL25A de 1600 mAh y Z50II Cargador
7.48	2.57	10.05	Cámaras y fotografía	Accesorios	Baterías portátiles	p148491	A Artman Paquete de 2 Baterías EN-EL25A EN-EL25 de 1600 mAh y Z50 Cargador
7.47	1.70	9.18	Instrumentos musicales	Producción de audio	Bocinas	p46073	Mezcladora de audio 4 canales reproductor usb mp3 bluetooth
7.47	2.66	10.13	Blancos y ropa de cama	Cortinas	Domótica y hogar inteligente	p350032	Riel Eléctrico para Cortinas con LED, App y Mando, Montaje en Techo
7.47	3.17	10.64	Electrodomésticos	Otros electrodomésticos de cocina	Bocinas	p148889	071473 071471 Batería para altavoz Bluetooth portátil Bose Soundlink Revolve serie 745518-0010 Hervidor pequeño, altavoz pequeño (7.2V 2200mAh/15.84Wh)
7.47	2.84	10.31	Cargadores y adaptadores	Base de carga	Autos, bicicletas y motos	p256354	Portaequipajes Trasero para Motocicleta, Soporte de Carga, Soporte para Estante, Accesorios para Honda CB400X CB500X NX400 NX500 24-25
7.47	3.64	11.10	Refacciones	Refacciones para aire acondicionado y ventilador	Componentes y accesorios de PC	p201257	Compatible for Midea, Motor de Ventilador de Secado for Lavadora, Placa de transmisión de frecuencia Variable, Placa Base de computadora 17438100005727 Accesori
7.46	1.80	9.27	Componentes y accesorios de PC	Accesorios	Teclados	p186267	MAMBASNAKE C01 Ultimate RGB Cable Enrollado Para Teclado, 1.5M, Gris&Negro
7.46	3.17	10.63	Herramientas	Jardinería	Electrodomésticos	p200714	Conector de entrada de agua para lavadora a presión con filtro para la mayoría de limpiadores eléctricos a presión, extiende la vida útil de la máquina
7.46	3.41	10.87	Componentes y accesorios de PC	Componentes	Equipo comercial	p317961	Gabinete de rack para servidores de 12U de 35 pulgadas de profundidad, listo para implementar con PDU, ventilador y estante, gabinete de TI rodante para instala
7.46	2.14	9.60	Componentes y accesorios de PC	Webcams	Cámaras de seguridad	p257710	TONGVEO 4K PTZ Sistema de Cámara para Sala de Conferencias AI Auto-Tracking 20x Zoom 4K Cámara PTZ con USB3.0, Salidas HDMI, LAN y Altavoz Bluetooth con Micrófo
7.46	0.00	7.46	Otros	Organización del hogar	Equipo comercial	p99553	Caja de Almacenamiento HOMELUX THEORY 84x43x11 cm Organizador Bajo la Cama
7.46	0.00	7.46	Videojuegos	Realidad virtual	Celulares	p279149	8 Pack | Paños de Limpieza de Lentes Ultra Premium | Más Grandes: 19x17cm | Limpia tus Lentes Sin Rayones | Lentes, Cámaras, Auriculares VR/AR, Pantallas | Colo
7.46	2.60	10.05	Cámaras y fotografía	Accesorios	Cargadores y adaptadores	p117872	Cargador de pared de batería y corriente alterna para Sony NP-BG1 NP-FG1 tipo G
7.46	2.58	10.03	Otros	Baño	Herramientas	p96200	Monomando para regadera palanca FOSET  AQM71N color satin
7.45	2.70	10.15	Autos, bicicletas y motos	Autos	Mascotas	p20352	Cat Air Case Pet Check Out Portable Portable Cat Cage Cat Bag Dog Car Transport Case
7.45	2.70	10.15	Autos, bicicletas y motos	Autos	Mascotas	p20372	Cat bag air box cat portable out anti-stress cat box pet dog dog car check space capsule dog cage
7.45	2.14	9.59	Cargadores y adaptadores	Adaptador de corriente	Domótica y hogar inteligente	p350612	Controlador de Temperatura, Termostato Digital con Sensor Impermeable 100-250V para -40℃ a 120℃ para Fabricación de Cerveza Artesanal (Enchufe Americano)
7.45	0.00	7.45	Herramientas	Gas LP	Electrodomésticos	p121894	Medidor De Gas Lp Para Tanque Estacionario Sin Wifi Tiempo Real | Easy-gaspro
7.45	0.00	7.45	Refacciones	Refacciones para bocinas y audio	Bocinas	p172630	2 adaptadores espaciadores de altavoz estéreo de audio de 6.5 pulgadas para
7.45	1.52	8.96	Juegos de mesa	Infantiles	Deportes y fitness	p108543	Bandas elásticas sensoriales para niños Bouncy Bands 25x5 cm
7.44	0.00	7.44	Instrumentos musicales	Producción de audio	Cámaras y fotografía	p45705	Paraviento Zoom WSH-1e para grabadora H1essential
7.44	0.00	7.44	Instrumentos musicales	Producción de audio	Cámaras y fotografía	p45712	Paravientos Zoom WSH-4e para grabadora H4essential
7.44	3.70	11.14	Computadoras de escritorio	Mini PC	Teclados	p163774	Bloqueo de cable retráctil de seguridad de 8 pies y 3 teclas, con llave portátil, para monitores, portátiles, MacBooks, tabletas, iPad, Mac mini, (llave diferen
7.44	3.04	10.48	Componentes y accesorios de PC	Accesorios de monitor	Cámaras y fotografía	p162059	SMALLRIG Monitor Mount Inclinable 146° ，Montaje de Monitor Carga Máxima 1,5 kg, con Tornillo de 3/8'' y Clavijas de Ubicación para ARRI, Funciona para Monitor d
7.44	3.54	10.99	Refacciones	Faros y luces	Iluminación	p111124	Bombillas HID para faros delanteros DMEX D3S xenón 6000 K luz blanca fría 35 W (2)
7.44	3.12	10.56	Herramientas	Material eléctrico	Domótica y hogar inteligente	p351069	Enerlites 91150-BKWP-10 interruptores de luz basculante y placa de pared, 15 A de un solo polo, negro (paquete de 10)
7.44	0.00	7.44	Componentes y accesorios de PC	Accesorios	Audífonos	p185047	SATECHI Slim LX3 Teclado con Cable, Multiplataforma, Negro Espacial
7.44	0.00	7.44	Herramientas	Material eléctrico	Domótica y hogar inteligente	p351653	1Pza Nuevo Interruptor de Botón de Pulsación con Bloqueo Automático de 22mm 10A/415V NC/NO XB2-BA11 XB2-BA21 XB2-BA31 XB2-BA42 XB2-BA51 XB2-BA61 Interruptor de 
7.44	0.00	7.44	Herramientas	Material eléctrico	Domótica y hogar inteligente	p351683	1 interruptor de botón de bloqueo automático de 22 mm 10A/415V NC/NO XB2-BA11 XB2-BA21 XB2-BA31 XB2-BA42 XB2-BA51 XB2-BA61 (color: BA11C bloqueo blanco)
7.44	0.00	7.44	Herramientas	Material eléctrico	Domótica y hogar inteligente	p351830	Interruptor de botón giratorio de 1NO/1NC 2NO 2/3 posiciones momentáneas de reinicio automático selector de bloqueo automático (color: Xb2 Bd25)
7.44	0.00	7.44	Herramientas	Material eléctrico	Domótica y hogar inteligente	p351843	Interruptor de botón giratorio de 1NO/1NC 2NO 2/3 posiciones momentáneas de reinicio automático selector de bloqueo automático (color: Xb2 Bd53)
7.44	0.00	7.44	Herramientas	Material eléctrico	Domótica y hogar inteligente	p351849	Interruptor de botón giratorio de 1NO/1NC 2NO 2/3 posiciones momentáneas de reinicio automático selector de bloqueo automático (color: Xb2 Bd33)
7.44	0.00	7.44	Herramientas	Medición	Salud	p85567	Bascula Digital de Joyero Capacidad Maxima de 0.500 kg.
7.44	1.21	8.65	Autos, bicicletas y motos	Subwoofers para auto	Bocinas	p115066	Subwoofer JBL SUBBP12AM amplificado de 12» y 450 W con soporte para teléfono
7.44	1.21	8.65	Autos, bicicletas y motos	Subwoofers para auto	Bocinas	p115222	Subwoofer amplificado 8 pulgadas bazooka jbl bassprohub8
7.44	1.76	9.20	Muebles	Escritorios de oficina	Otros	p239689	KU XIU Soporte de brazo de micrófono de aleación de aluminio para escritorio, brazo de micrófono ajustable de tres secciones con canales de gestión de cables pa
7.44	1.88	9.31	Componentes y accesorios de PC	Accesorios de monitor	Audífonos	p235009	X-Box Series X - Paquete de Consola para Videojuegos (1 TB, SSD Negro, con Dos Controladores inalámbricos, Cable HDMI Autorizado, Color Negro y Blanco y ahaghug
7.44	1.44	8.87	Componentes y accesorios de PC	Componentes	Monitores	p169616	81,3 cm Arcade LED Monitor, para Jamma, Mame, y cóctel Juego Gabinetes, también PC Industrial Montaje en Panel
7.44	3.16	10.60	Autos, bicicletas y motos	Refacciones y transmisión de bicicleta	Blancos y ropa de cama	p326118	Bufanda cálida para el cuello, a prueba de viento, cubierta térmica para la cara, pasamontañas en invierno para esquiar, snowboard, motociclismo para hombres y 
